388,Longest Absolute File Path,41.8%,Medium,5.91308589037544, https://leetcode.com/problems/longest-absolute-file-path,
683,K Empty Slots,35.6%,Hard,5.78076514510448, https://leetcode.com/problems/k-empty-slots,
681,Next Closest Time,45.0%,Medium,5.64844439983352, https://leetcode.com/problems/next-closest-time,
1,Two Sum,45.6%,Easy,5.64498290352094, https://leetcode.com/problems/two-sum,
929,Unique Email Addresses,67.4%,Easy,5.64125148079592, https://leetcode.com/problems/unique-email-addresses,
904,Fruit Into Baskets,42.5%,Medium,5.62200535077368, https://leetcode.com/problems/fruit-into-baskets,
482,License Key Formatting,43.1%,Easy,5.48968460550272, https://leetcode.com/problems/license-key-formatting,
308,Range Sum Query 2D - Mutable,35.6%,Hard,5.47989526500768, https://leetcode.com/problems/range-sum-query-2d-mutable,
1007,Minimum Domino Rotations For Equal Row,50.0%,Medium,5.34757451973672, https://leetcode.com/problems/minimum-domino-rotations-for-equal-row,
843,Guess the Word,46.1%,Hard,5.21525377446576, https://leetcode.com/problems/guess-the-word,
288,Unique Word Abbreviation,21.9%,Medium,5.0829330291948, https://leetcode.com/problems/unique-word-abbreviation,
489,Robot Room Cleaner,69.7%,Hard,4.95061228392385, https://leetcode.com/problems/robot-room-cleaner,
399,Evaluate Division,51.6%,Medium,4.93312794968876, https://leetcode.com/problems/evaluate-division,
975,Odd Even Jump,42.2%,Hard,4.89330238409204, https://leetcode.com/problems/odd-even-jump,
686,Repeated String Match,32.3%,Easy,4.83632528400368, https://leetcode.com/problems/repeated-string-match,
418,Sentence Screen Fitting,32.6%,Medium,4.78193332257639, https://leetcode.com/problems/sentence-screen-fitting,
753,Cracking the Safe,50.5%,Hard,4.69978681275896, https://leetcode.com/problems/cracking-the-safe,
271,Encode and Decode Strings,31.5%,Medium,4.67797529506861, https://leetcode.com/problems/encode-and-decode-strings,
361,Bomb Enemy,46.0%,Medium,4.67366484444046, https://leetcode.com/problems/bomb-enemy,
298,Binary Tree Longest Consecutive Sequence,47.1%,Medium,4.60175321552279, https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,
281,Zigzag Iterator,58.4%,Medium,4.49793629481898, https://leetcode.com/problems/zigzag-iterator,
1057,Campus Bikes,57.7%,Medium,4.44794322872995, https://leetcode.com/problems/campus-bikes,
393,UTF-8 Validation,37.5%,Medium,4.44409222782119, https://leetcode.com/problems/utf-8-validation,
163,Missing Ranges,24.3%,Medium,4.31177148255023, https://leetcode.com/problems/missing-ranges,
159,Longest Substring with At Most Two Distinct Characters,49.4%,Medium,4.26245772572052, https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,
844,Backspace String Compare,46.4%,Easy,4.13013698044956, https://leetcode.com/problems/backspace-string-compare,
642,Design Search Autocomplete System,44.7%,Hard,4.12134837888091, https://leetcode.com/problems/design-search-autocomplete-system,
340,Longest Substring with At Most K Distinct Characters,44.1%,Hard,4.11870345874888, https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,
222,Count Complete Tree Nodes,46.8%,Medium,4.10483975324131, https://leetcode.com/problems/count-complete-tree-nodes,
568,Maximum Vacation Days,40.8%,Hard,4.0530812487266, https://leetcode.com/problems/maximum-vacation-days,
947,Most Stones Removed with Same Row or Column,55.2%,Medium,4.02302290047393, https://leetcode.com/problems/most-stones-removed-with-same-row-or-column,
410,Split Array Largest Sum,44.5%,Hard,4.00958851291407, https://leetcode.com/problems/split-array-largest-sum,
857,Minimum Cost to Hire K Workers,49.6%,Hard,3.97184597897204, https://leetcode.com/problems/minimum-cost-to-hire-k-workers,
939,Minimum Area Rectangle,51.8%,Medium,3.93637523110878, https://leetcode.com/problems/minimum-area-rectangle,
42,Trapping Rain Water,48.9%,Hard,3.92105987826116, https://leetcode.com/problems/trapping-rain-water,
218,The Skyline Problem,34.6%,Hard,3.88601016688418, https://leetcode.com/problems/the-skyline-problem,
248,Strobogrammatic Number III,39.6%,Hard,3.86371033917873, https://leetcode.com/problems/strobogrammatic-number-iii,
56,Merge Intervals,39.3%,Medium,3.8503178295938, https://leetcode.com/problems/merge-intervals,
394,Decode String,50.0%,Medium,3.82654461361224, https://leetcode.com/problems/decode-string,
200,Number of Islands,46.8%,Medium,3.80181466743265, https://leetcode.com/problems/number-of-islands,
296,Best Meeting Point,57.5%,Hard,3.78074426655127, https://leetcode.com/problems/best-meeting-point,
346,Moving Average from Data Stream,70.9%,Easy,3.75956133217515, https://leetcode.com/problems/moving-average-from-data-stream,
774,Minimize Max Distance to Gas Station,46.9%,Hard,3.70805531861931, https://leetcode.com/problems/minimize-max-distance-to-gas-station,
351,Android Unlock Patterns,48.4%,Medium,3.70074902966932, https://leetcode.com/problems/android-unlock-patterns,
66,Plus One,43.0%,Easy,3.69330519580199, https://leetcode.com/problems/plus-one,
146,LRU Cache,33.2%,Medium,3.68955645832426, https://leetcode.com/problems/lru-cache,
734,Sentence Similarity,42.1%,Easy,3.67790395006293, https://leetcode.com/problems/sentence-similarity,
359,Logger Rate Limiter,70.8%,Easy,3.67454853182677, https://leetcode.com/problems/logger-rate-limiter,
425,Word Squares,47.7%,Hard,3.6496648571499, https://leetcode.com/problems/word-squares,
809,Expressive Words,47.0%,Medium,3.6401350499765, https://leetcode.com/problems/expressive-words,
471,Encode String with Shortest Length,47.1%,Hard,3.62653262229674, https://leetcode.com/problems/encode-string-with-shortest-length,
679,24 Game,46.4%,Hard,3.56370030737389, https://leetcode.com/problems/24-game,
737,Sentence Similarity II,45.8%,Medium,3.55656312846758, https://leetcode.com/problems/sentence-similarity-ii,
228,Summary Ranges,39.5%,Medium,3.55195130350127, https://leetcode.com/problems/summary-ranges,
299,Bulls and Cows,42.4%,Easy,3.55160164254328, https://leetcode.com/problems/bulls-and-cows,
149,Max Points on a Line,16.9%,Hard,3.54141496718549, https://leetcode.com/problems/max-points-on-a-line,
305,Number of Islands II,40.1%,Hard,3.51914093648373, https://leetcode.com/problems/number-of-islands-ii,
2,Add Two Numbers,33.9%,Medium,3.51611324842746, https://leetcode.com/problems/add-two-numbers,
1096,Brace Expansion II,62.2%,Hard,3.50455589464931, https://leetcode.com/problems/brace-expansion-ii,
253,Meeting Rooms II,45.7%,Medium,3.50243869700429, https://leetcode.com/problems/meeting-rooms-ii,
1055,Shortest Way to Form String,56.9%,Medium,3.49457016302794, https://leetcode.com/problems/shortest-way-to-form-string,
158,Read N Characters Given Read4 II - Call multiple times,33.8%,Hard,3.48408428741081, https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times,
465,Optimal Account Balancing,46.9%,Hard,3.46269799732302, https://leetcode.com/problems/optimal-account-balancing,
4,Median of Two Sorted Arrays,29.6%,Hard,3.45336856335666, https://leetcode.com/problems/median-of-two-sorted-arrays,
68,Text Justification,27.7%,Hard,3.4507992206503, https://leetcode.com/problems/text-justification,
803,Bricks Falling When Hit,30.8%,Hard,3.42685654107105, https://leetcode.com/problems/bricks-falling-when-hit,
1110,Delete Nodes And Return Forest,67.0%,Medium,3.41888569851198, https://leetcode.com/problems/delete-nodes-and-return-forest,
289,Game of Life,54.5%,Medium,3.41362889075604, https://leetcode.com/problems/game-of-life,
317,Shortest Distance from All Buildings,41.4%,Hard,3.40967200865313, https://leetcode.com/problems/shortest-distance-from-all-buildings,
1153,String Transforms Into Another String,35.8%,Hard,3.39089123824165, https://leetcode.com/problems/string-transforms-into-another-string,
833,Find And Replace in String,50.4%,Medium,3.38597368593402, https://leetcode.com/problems/find-and-replace-in-string,
1088,Confusing Number II,44.0%,Hard,3.34990408727461, https://leetcode.com/problems/confusing-number-ii,
750,Number Of Corner Rectangles,66.4%,Medium,3.2461546717212, https://leetcode.com/problems/number-of-corner-rectangles,
247,Strobogrammatic Number II,47.6%,Medium,3.24512985706438, https://leetcode.com/problems/strobogrammatic-number-ii,
315,Count of Smaller Numbers After Self,41.5%,Hard,3.2308315362449, https://leetcode.com/problems/count-of-smaller-numbers-after-self,
246,Strobogrammatic Number,45.0%,Easy,3.22362877965207, https://leetcode.com/problems/strobogrammatic-number,
1231,Divide Chocolate,52.4%,Hard,3.20827033438988, https://leetcode.com/problems/divide-chocolate,
304,Range Sum Query 2D - Immutable,38.6%,Medium,3.17725082267622, https://leetcode.com/problems/range-sum-query-2d-immutable,
818,Race Car,39.0%,Hard,3.16482351772981, https://leetcode.com/problems/race-car,
562,Longest Line of Consecutive One in Matrix,45.9%,Medium,3.14510967462859, https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix,
777,Swap Adjacent in LR String,34.8%,Medium,3.10737916823655, https://leetcode.com/problems/swap-adjacent-in-lr-string,
1168,Optimize Water Distribution in a Village,60.9%,Hard,3.10234200861225, https://leetcode.com/problems/optimize-water-distribution-in-a-village,
